Job Title,URL,Company Name,Work Mode,Experience Required,Salary,Location,Post Rating,No. of Reviews,Post Age,Job Openings,No. of Applicants,Role Name,Industry Type,Department,Employment Type,Role Category,UG Requirements,PG Requirements,Skills Required
Investment Banking Associate,https://www.naukri.com/job-listings-investment-banking-associate-key-ventures-mumbai-2-to-4-years-140622500647,Key Ventures,Work From Office,2 - 4 years,Not Disclosed,Mumbai,,,30+ days ago,1,751,Investment Banking Analyst,Banking,BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC","Any Graduate, B.Tech/B.E. in Production/Industrial","M.Tech in Electronics/Telecommunication, MBA/PGDM in Marketing","Analytical skills, Due diligence, PDF, Business analysis, Market research, Business modeling, microsoft, Financial modelling, Investment, investment banking associate"
Investment Banking,https://www.naukri.com/job-listings-investment-banking-bringle-excellence-mumbai-2-to-6-years-080917501233,Bringle Academy,Work From Office,2 - 6 years,Not Disclosed,Mumbai,5.0,2 Reviews,30+ days ago,1,246,Product Manager - Loans,Education / Training,Product Management,"Full Time, Permanent",Product Management - Other,Any Graduate,MBA/PGDM in Marketing,"mba finance, Buyouts, Bonds, Corporate, Investment banking, Management, Public, Lead management, Business Executive, Financial services"
Investment Banking - AVP - CCA,https://www.naukri.com/job-listings-investment-banking-avp-cca-choice-broking-pvt-ltd-mumbai-3-to-9-years-080124501644,Choice International,Work From Office,3 - 9 years,Not Disclosed,Mumbai,3.8,68 Reviews,30+ days ago,1,164,Fund Manager,Financial Services,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",Any Graduate,Any Postgraduate,"Industry research, Due diligence, Financial markets, IPO management, Financial analysis, Credit appraisal, Investment banking, Business evaluation, Financial modelling, Investment"
Associate - Investment Banking,https://www.naukri.com/job-listings-associate-investment-banking-symmetrical-global-search-pvt-ltd-bengaluru-3-to-8-years-070819500301,Symmetrical Global Search Pvt Ltd,Work From Office,3 - 8 years,Not Disclosed,Bengaluru,,,30+ days ago,1,1897,Branch Operations Manager,Recruitment / Staffing,BFSI Investments & Trading,"Full Time, Permanent",Banking Operations,Any Graduate,MBA/PGDM in Finance,"Relationship building, Analytical, Venture capital, Cash flow, Financial statement analysis, HTML, Investment banking, Business valuation, Private equity, Secondary research"
Legal Associate - Investment Banking - LLB/CA/CS,https://www.naukri.com/job-listings-legal-associate-investment-banking-llb-ca-cs-bada-business-pvt-ltd-new-delhi-5-to-9-years-060624013002,Bada Business Pvt Ltd,Work From Office,5 - 9 years,Not Disclosed,New Delhi( Okhla Phase 3 ),3.7,336 Reviews,16 days ago,1,400,Legal Officer,E-Learning / EdTech,Legal & Regulatory,"Full Time, Permanent",Legal Operations,LLB in Any Specialization,"CA in Any Specialization, CS in CS, LLM in Any Specialization","Investment Banking, investment legal, IPO, Drafting Agreements, term sheet, Negotiation, Private Equity, venture capital, Contract Drafting, Due Diligence, SHA"
Investment Banking(Buy/Sell),https://www.naukri.com/job-listings-investment-banking-buy-sell-planify-mumbai-hyderabad-chennai-ahmedabad-bengaluru-1-to-6-years-041023501972,Planify,Work From Office,1 - 6 years,Not Disclosed,"Mumbai, Hyderabad, Chennai, Ahmedabad, Bengaluru",3.1,18 Reviews,30+ days ago,1,1192,Venture Capital Investor,Investment Banking / Venture Capital / Private Equity,BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC",Any Graduate,Any Postgraduate,"Analytical skills, Networking, Relationship building, Finance, Financial planning, Customer service, Investment banking, Fund raising, Forecasting, Private equity"
Accountant/ Sr Accountant For Global PE Fund,https://www.naukri.com/job-listings-accountant-sr-accountant-for-global-pe-fund-hrd-india-consulting-mumbai-all-areas-1-to-4-years-300524012096,HRD India Consulting,Work From Office,1 - 4 years,9-14 Lacs P.A. ,Mumbai (All Areas),,,23 days ago,1,424,Accounts Manager,Investment Banking / Venture Capital / Private Equity,Finance & Accounting,"Full Time, Permanent",Accounting & Taxation,"PG: ICWA (CMA) in Any Specialization, CA in Any Specialization",,"NAV, Fund Accounting, Hedge Funds, Private Equity, fund accountant, NAV Calculation, Hedge Accounting"
Trade Advisor- Sr. Trade Advisor- From Broking Company,https://www.naukri.com/job-listings-trade-advisor-sr-trade-advisor-from-broking-company-gennext-india-private-limited-hyderabad-chennai-bengaluru-1-to-6-years-240424005209,GenNext India Private Limited,Work From Office,1 - 6 years,1-5.5 Lacs P.A. ,"Hyderabad, Chennai, Bengaluru",,,18 days ago,60,96,Investment Advisor,Financial Services (Broking),BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",Any Graduate,,"Investment Banking, Broking, NISM, Mutual Funds, Cross Selling, Client Acquisition, Equity Broking, Equity Advisory, Insurance, NISM 8 Certification, Trading, Equity Trading, Derivatives Trading"
"Manager, Sales & Business Development",https://www.naukri.com/job-listings-manager-sales-business-development-saraswationline-com-kolkata-whole-of-west-bengal-4-to-6-years-190624008323,Saraswationline.com,Work From Office,4 - 6 years,3.75-6 Lacs P.A. ,"Kolkata, Whole of West Bengal",4.4,10 Reviews,3 days ago,1,29,Business Development Manager (BDM),Education / Training,Sales & Business Development,"Full Time, Permanent",BD / Pre Sales,PG: MBA/PGDM in Marketing,,"Relationship Building, Educational Management, Sales, Business Development, Market Research And Analysis, Target Achievement, New Client Acquisition, Campaigns, Revenue Generation, Revenue Expansion, Roi Accountability, Target Planning, Sales Planning, Revenue Enhancement"
Content Writer,https://www.naukri.com/job-listings-content-writer-invisia-bengaluru-3-to-8-years-160524004624,Invisia ,Work From Office,3 - 8 years,Not Disclosed,Bengaluru( Kalyan nagar ),4.0,9 Reviews,3 days ago,6,26,Network Manager / Administrator,IT Services & Consulting,Engineering - Hardware & Networks,"Full Time, Permanent",IT Network,Any Graduate,,"Content Creation, Punctuation, Writing, Copy Writing, Email Marketing, Research, seo"
Purchase Head (Automotive),https://www.naukri.com/job-listings-purchase-head-automotive-for-our-client-balaji-placement-consultant-delhi-ncr-18-to-25-years-150624003913,for our client - BALAJI PLACEMENT CONSULTANT,Work From Office,18 - 25 years,18-25 Lacs P.A. ,Delhi / NCR,,,8 days ago,1,914,Procurement / Sourcing Head,Auto Components,Procurement & Supply Chain,"Full Time, Permanent",Procurement & Purchase,"Diploma in Mechanical, B.Tech/B.E. in Mechanical",,"Purchase Management, Vendor Development, Market Research"
Motion Graphic Designer,https://www.naukri.com/job-listings-motion-graphic-designer-bridgexcel-innovations-new-delhi-delhi-ncr-4-to-8-years-140624007140,Servotech Power Systems,Work From Office,4 - 8 years,3-5 Lacs P.A. ,"New Delhi( Rohini, Rohini Extension ), Delhi / NCR",,,8 days ago,1,17,Visualiser,Power (Solar),Marketing & Communication,"Full Time, Permanent",Advertising & Creative,"Diploma in Any Specialization, B.Des. in Any Specialization, Any Graduate",M.Des. in Any Specialization,"Ui/Ux, Motion Graphics, Adobe Premiere Pro, Cinema 4D, Indesign, Typography, graphic fundamentals, Visual Design, Visual Effects, website design, Layout, Digital Media, motion animation, sound design, Adobe After Effects, Photoshop, Adobe Suite, Dart"
Branded Content:,https://www.naukri.com/job-listings-branded-content-oml-entertainment-pvt-ltd-mumbai-4-to-9-years-100624502166,OML Entertaiment,Work From Office,4 - 9 years,Not Disclosed,Mumbai,4.4,3 Reviews,12 days ago,1,108,Creative Marketing,Film / Music / Entertainment,Marketing & Communication,"Full Time, Permanent",Marketing,Any Graduate,Any Postgraduate,"Campaign planning, Digital media, digital content, Web analytics, Media strategy, Coding, Analytical, Javascript, Market research, Digital marketing"
Asst. Manager - Delegate Sale,https://www.naukri.com/job-listings-asst-manager-delegate-sale-taylor-francis-group-mumbai-1-to-4-years-100624502140,Taylor Francis Group,Work From Office,1 - 4 years,Not Disclosed,Mumbai,3.7,27 Reviews,12 days ago,1,10,Territory Sales Manager (B2C),IT Services & Consulting,Sales & Business Development,"Full Time, Permanent",Retail & B2C Sales,Any Graduate,"MBA/PGDM in Any Specialization, Any Postgraduate","Cold calling, Interpersonal skills, Networking, Sales development, Database, Market research, Research analysis, Sales management"
Business Development Manager,https://www.naukri.com/job-listings-business-development-manager-insurancedekho-gurugram-3-to-8-years-100624002820,InsuranceDekho,Work From Office,3 - 8 years,10-15 Lacs P.A. ,Gurugram( Udyog Vihar ),3.6,195 Reviews,13 days ago,3,550,Business Development Manager (BDM),Insurance,Sales & Business Development,"Full Time, Permanent",BD / Pre Sales,Any Graduate,,"Business Development, Presales, Saas Sales, Enterprise Sales"
EA To Director Congo,https://www.naukri.com/job-listings-ea-to-director-congo-pod-international-trading-congo-8-to-13-years-180624005863,Congo Client,Work From Office,8 - 13 years,"55,000-65,000 P.A. ",Congo,,,5 days ago,1,89,Strategy Analyst,FMCG,Strategic & Top Management,"Full Time, Permanent",Strategic Management,PG: MBA/PGDM in Finance,,"Power BI, Marketing Analytics, Business Analytic, Python, Business Research, Research Analysis, Industry Research, Company Analysis, Market Intelligence, Business Planning, Market Analysis, Qualitative Research, Vendor Relationship Management, Market Research, Primary Research"
Community Medicine Specialist,https://www.naukri.com/job-listings-community-medicine-specialist-grace-cancer-foundation-ameerpet-2-to-4-years-150624004627,Grace Cancer Foundation,Work From Office,2 - 4 years,Not Disclosed,Ameerpet,,,8 days ago,1,Less than 10,Research & Development - Other,NGO / Social Services / Industry Associations,Research & Development,"Full Time, Permanent",Research & Development - Other,MBBS,,"Public Health, Health Care Services, Community Engagement, Research Analysis, Awareness, Oncology, Research Methodology, Epidemiology, Report Writing, Social Service, Screening, Community Development, NGO Management, Health Management, Cancer Research, Camp"
Executive Assistant To Managing Director,https://www.naukri.com/job-listings-executive-assistant-to-managing-director-krishna-jewellers-pearls-and-gems-hyderabad-1-to-4-years-140624010902,Krishna Jewellers Pearls And Gems,Work From Office,1 - 4 years,Not Disclosed,Hyderabad( Jubilee Hills ),4.9,5 Reviews,8 days ago,1,57,Project Coordinator,Retail,Project & Program Management,"Full Time, Permanent",Other Program / Project Management,Any Graduate,,"Communication Skills, Presentation Skills, Time Management, Team Leading Skills, Research Analysis, Data Analysis, Management Skills, Interpersonal Skills, Professional Communication"
Embedded GSOC Operator,https://www.naukri.com/job-listings-embedded-gsoc-operator-sibylline-ltd-chennai-1-to-4-years-130624501874,Sibylline,Work From Office,1 - 4 years,Not Disclosed,Chennai,4.4,3 Reviews,9 days ago,1,62,Technical Support - Non Voice,Law Enforcement / Security Services,Customer Success Service & Operations,"Full Time, Permanent",Non Voice,Any Graduate,Any Postgraduate,"Access control, Law enforcement, Talent acquisition, Analytical, SOC, Incident management, Physical security, Security operations, Recruitment, Business operations"
Development Manager,https://www.naukri.com/job-listings-development-manager-placewell-careers-kanpur-lucknow-agra-1-to-6-years-120624909074,Placewell Careers,Work From Office,1 - 6 years,2-4 Lacs P.A. ,"Kanpur, Lucknow, Agra",,,10 days ago,1,32,Business Development Manager (BDM),Insurance,Sales & Business Development,"Full Time, Permanent",BD / Pre Sales,Any Graduate,Any Postgraduate,"field sales, Strategy Development, Sales, Research Analysis, Finance, Customer Satisfaction"
Jewellery Merchandiser,https://www.naukri.com/job-listings-jewellery-merchandiser-krishna-jewellers-pearls-and-gems-hyderabad-2-to-4-years-120624010199,Krishna Jewellers Pearls And Gems,Work From Office,2 - 4 years,3-5 Lacs P.A. ,"Hyderabad( Jubilee Hills, Kokapet )",4.9,5 Reviews,10 days ago,1,20,Merchandiser,Retail,Merchandising Retail & eCommerce,"Full Time, Permanent",Merchandising & Planning,Any Graduate,,"Inventory Management, Research Analysis, Presentation Skills, Communication Skills, Analytical Skills, Detail-Oriented, Strategic Planning, Interpersonal Skills"
Quality Specialist,https://www.naukri.com/job-listings-quality-specialist-panobiz-business-technologies-chennai-7-to-10-years-120624006664,Panobiz Business Technologies,Work From Office,7 - 10 years,10-15 Lacs P.A. ,Chennai,,,11 days ago,1,264,Test Analyst,Courier / Logistics (Logistics Tech),Engineering - Software & QA,"Full Time, Permanent",Quality Assurance and Testing,B.Tech/B.E. in Computers,,"ERP Web applications, Software Testing, Erp Testing"
Chief of Staff,https://www.naukri.com/job-listings-chief-of-staff-blenheim-chalcot-mumbai-10-to-15-years-110624009389,Blenheim Chalcot,Work From Office,10 - 15 years,Not Disclosed,Mumbai,3.2,145 Reviews,11 days ago,1,703,Strategy Manager,IT Services & Consulting,Strategic & Top Management,"Full Time, Permanent",Strategic Management,B.Tech/B.E. in Any Specialization,,"Chief of staff, Technology Leadership, Strategic Planning, Coo, Digital Transformation, IT Strategy"
Search Engine Optimization Team Lead,https://www.naukri.com/job-listings-search-engine-optimization-team-lead-digidarts-marketing-noida-new-delhi-gurugram-3-to-8-years-110624008816,Digidarts Marketing,Work From Office,3 - 8 years,3-5.5 Lacs P.A. ,"Noida, New Delhi, Gurugram",3.5,33 Reviews,11 days ago,3,250,SEO,Advertising & Marketing (Digital Marketing),Marketing & Communication,"Full Time, Permanent",Digital Marketing,Any Graduate,Any Postgraduate,"Seo Strategies, SEO, SEO Analysis, Keyword Analysis, Trafficking, Keyword Research, Google AdWords, Digital Marketing, Optimization, Search Engine Optimization, Content Optimization, Off-page Optimization, Visibility, SEM, Search Engine Marketing, Aso, On-page Optimization, Onpage"
Ui / Ux Designer,https://www.naukri.com/job-listings-ui-ux-designer-tailwebs-bengaluru-1-to-2-years-100624900989,Tailwebs,Work From Office,1 - 2 years,Not Disclosed,Bengaluru,3.9,6 Reviews,13 days ago,1,628,SEO,Advertising & Marketing (Digital Marketing),Marketing & Communication,"Full Time, Permanent",Digital Marketing,Any Graduate,Any Postgraduate,"Figma, Adobe Photoshop, Invision, Illustrations, Sketch, Zeplin, Marvel, Adobe Creative Suite"
Corporate Planning & Strategy Manager,https://www.naukri.com/job-listings-corporate-planning-strategy-manager-apogee-services-mumbai-7-to-12-years-100624001685,Apogee Services,Work From Office,7 - 12 years,Not Disclosed,Mumbai,,,13 days ago,1,1288,Corporate Planning,Consumer Electronics & Appliances,Strategic & Top Management,"Full Time, Permanent",Strategic Management,PG: MBA/PGDM in Any Specialization,,"Gtm Strategy, Corporate Planning, Management Consulting, Strategy Consulting, Go-to-market Strategy, Market Entry Strategy, Strategic Planning"
Assistant Manager - KYC & AML,https://www.naukri.com/job-listings-assistant-manager-kyc-aml-wahed-mumbai-6-to-7-years-070624500742,Wahed Invest,Work From Office,6 - 7 years,Not Disclosed,Mumbai,2.5,12 Reviews,15 days ago,1,166,Research Analyst,Banking,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",Any Graduate,Any Postgraduate,"Automation, Manager Quality Assurance, Regulatory reporting, Compliance, Reporting services, Anti money laundering, Resourcing, Management, Operations, Monitoring"
Project Executive - Institutional Development,https://www.naukri.com/job-listings-project-executive-institutional-development-eduprogress-and-research-ahmedabad-2-to-3-years-050923003576,Eduprogress And Research,Work From Office,2 - 3 years,4.75-5 Lacs P.A. ,Ahmedabad( Thaltej ),4.9,3 Reviews,8 days ago,2,24,Program Manager,Education / Training,Project & Program Management,"Full Time, Permanent",Other Program / Project Management,Any Graduate,Any Postgraduate,"Communication Skills, MS Office Tools, Report Writing, Decision Making, Presentation Skills, critical thinking, Analytical Skills, Research Analysis, Data Management, problem solving, Data anaylsis"
Urgent opening Azure Lead -Mumbai (Andheri East),https://www.naukri.com/job-listings-urgent-opening-azure-lead-mumbai-andheri-east-human-capital-consultancy-services-mumbai-all-areas-6-to-11-years-310524008550,Human Capital Consultancy Services,Work From Office,6 - 11 years,20-30 Lacs P.A. ,Mumbai (All Areas)( Andheri East ),,,4 days ago,3,20,Software Development - Other,Investment Banking / Venture Capital / Private Equity,Engineering - Software & QA,"Full Time, Permanent",Software Development,Any Graduate,,"Terraform, Ci/Cd, Azure Devops, Azure Pipelines, Azure Infrastructure, Arm Templates, iac"
Relationship Executive,https://www.naukri.com/job-listings-relationship-executive-capitalvia-indore-1-to-3-years-290324009612,Capitalvia,Work From Office,1 - 3 years,2.5-5 Lacs P.A. ,Indore,4.1,122 Reviews,10 days ago,12,78,Trading Asset & Wealth Management - Other,Investment Banking / Venture Capital / Private Equity,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",Any Graduate,Any Postgraduate,"Demat, Sales, Telecalling, Stock Market, Business Development, Communication Skills, NISM, Mutual Funds, Share Market, Client Acquisition, Trading, Equity"
west bengal Kolkata malda siliguri asansol burdwan kharagpur,https://www.naukri.com/job-listings-west-bengal-kolkata-malda-siliguri-asansol-burdwan-kharagpur-propel-services-kharagpur-kolkata-siliguri-baharampur-burdwan-barddhaman-asansol-durgapur-maldah-malda-howrah-2-to-7-years-250424007077,Propel Services,Work From Office,2 - 7 years,1-6 Lacs P.A. ,"Kharagpur, Kolkata, Siliguri, Baharampur, Burdwan/Barddhaman, Asansol, Durgapur, Maldah/ Malda, Howrah",4.9,3 Reviews,1 day ago,51,17,Business Development Executive (BDE),Insurance,Sales & Business Development,"Full Time, Permanent",BD / Pre Sales,Any Graduate,,"insurance, sales, marketing, pharma sales, agent, HNI, Investment Banking, NRI, corporate sales, banking, advisor, bank, marketing executive, HNI Sales, unit manager, sales manager, agency manager, LIFE, Health Insurance, Life Insurance, Finance, Portfolio, marketing manager, sales insurance, RM"
Relationship Manager Family Office Business PMS/AIF/MF,https://www.naukri.com/job-listings-relationship-manager-family-office-business-pms-aif-mf-avani-consulting-new-delhi-lucknow-jaipur-2-to-7-years-200524002468,Client of Avani Consulting,Work From Office,2 - 7 years,15-25 Lacs P.A. ,"New Delhi, Lucknow, Jaipur",,,12 days ago,4,113,Wealth Manager,Investment Banking / Venture Capital / Private Equity,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",PG: MBA/PGDM in Any Specialization,,"Wealth Management, HNI Sales, MF, HNI Acquisition, Ultra, HNI, Private Banking, Premier Banking, Portfolio Management Services, PMS, Aif, Investment Products"
Deputy General Manager Finance and Accounts,https://www.naukri.com/job-listings-deputy-general-manager-finance-and-accounts-ssp-solutions-kolkata-12-to-15-years-190624011634,SSP Solutions,Work From Office,12 - 15 years,15-20 Lacs P.A. ,Kolkata,,,3 days ago,1,183,Head - Finance & Accounts,Iron & Steel,Finance & Accounting,"Full Time, Permanent",Finance,"PG: ICWA (CMA) in Any Specialization, CA in Any Specialization",,"Gst Compliance, Investment Banking, TDS Calculation, Accounts And Finance, Ind As"
Relationship Manager- Stock Broking Company,https://www.naukri.com/job-listings-relationship-manager-stock-broking-company-xwell-human-resource-udaipur-jaipur-jodhpur-2-to-7-years-190624011125,Xwell Human Resource ,Work From Office,2 - 7 years,2.5-7.5 Lacs P.A. ,"Udaipur, Jaipur, Jodhpur",,,3 days ago,150,32,Investment Banking Private Equity & VC - Other,Financial Services (Broking),BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC",Any Graduate,,"Equity Sales, Cross sales, Target Achievement, Share Trading, Equity Broking, Team Handling Skills, Equity Dealer, HNI Acquisition, Share Broking, Wealth Manager, Stock Broking, NISM, Demat, HNI Sales, Trading, Stock Market, Branch Manager, Dmat, Dealing, Online Trading, Brokerage"
Business Development Executive,https://www.naukri.com/job-listings-business-development-executive-credicus-business-services-mumbai-thane-navi-mumbai-1-to-5-years-190624008974,Credicus Business Services,Work From Office,1 - 5 years,2.25-6.5 Lacs P.A. ,"Mumbai, Thane, Navi Mumbai",4.8,17 Reviews,3 days ago,,31,Business Development Executive (BDE),Investment Banking / Venture Capital / Private Equity,Sales & Business Development,"Full Time, Permanent",BD / Pre Sales,Any Graduate,Any Postgraduate,"Bde, Broking, Bdm, Business Development Management, Business Development, Mutual Funds, Cross Selling, Client Relationship Management, Direct Sales, Banking, Equity, Marketing, Demat, Sales, Selling, Relationship Manager, Relationship Management, Trading, Equity Sales, Dmat, Shares, Stock"
"Relationship Manager, RM",https://www.naukri.com/job-listings-relationship-manager-rm-credicus-business-services-mumbai-navi-mumbai-mumbai-all-areas-1-to-5-years-190624008933,Credicus Business Services,Work From Office,1 - 5 years,2.5-5.5 Lacs P.A. ,"Mumbai, Navi Mumbai, Mumbai (All Areas)",4.8,17 Reviews,3 days ago,,26,Sales Head (B2C),Investment Banking / Venture Capital / Private Equity,Sales & Business Development,"Full Time, Permanent",Retail & B2C Sales,Any Graduate,Any Postgraduate,"Cross Selling, Sales, Relationship Manager, Relationship Management, Equity Sales, Bde, Mutual Funds, Client Relationship Management, Direct Sales, Banking, Equity, Bdm, Business Development Management, sales  manager, Marketing, Demat, Demat sales, Stock Market, Dmat, Shares, Stock"
Advisor Alliance NISM 8 Mandatory,https://www.naukri.com/job-listings-advisor-alliance-nism-8-mandatory-credicus-business-services-mumbai-suburban-thane-mumbai-all-areas-1-to-5-years-190624008844,Credicus Business Services,Work From Office,1 - 5 years,3.25-5.5 Lacs P.A. ,"Mumbai Suburban, Thane, Mumbai (All Areas)",4.8,17 Reviews,3 days ago,,28,Investment Advisor,Investment Banking / Venture Capital / Private Equity,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",Any Graduate,Any Postgraduate,"Brokerage Generation, NISM 8, Equity Advisory, Terminal handling, Investment Advisory, Advisory Services, Portfolio Management, Share Market, Cross Sales, Equity, Advisor, Financial Advisory, Advisory, Equity Derivatives, Stock Broking, Advising, Demat, Stock Market, Dealing, Dmat, Shares"
B2B Sales/ Key Account Manager/ Franchise Manager,https://www.naukri.com/job-listings-b2b-sales-key-account-manager-franchise-manager-tradebulls-rajkot-mumbai-all-areas-3-to-8-years-190624004210,Tradebulls,Work From Office,3 - 8 years,3-8 Lacs P.A. ,"Rajkot, Mumbai (All Areas)",3.2,219 Reviews,4 days ago,,37,Key Account Manager,Investment Banking / Venture Capital / Private Equity,Sales & Business Development,"Full Time, Permanent",Enterprise & B2B Sales,Any Graduate,,"Mutual Funds, Broking, B2B Sales, Demat, Sales, Amc Sales, Bfsi Sales, Field Marketing, Insurance Sales, Mutual Funds Sales, Marketing, B2B Marketing, Stock Broking, Direct Marketing, Area Sales Management, Area Sales, B2C Marketing, Branch Sales, Equity Sales, Relationship manager"
Hiring For RM For Financial Solutions Co. Andheri,https://www.naukri.com/job-listings-hiring-for-rm-for-financial-solutions-co-andheri-purple-squirrel-consulting-services-mumbai-suburban-2-to-7-years-180624011667,Purple Squirrel Consulting Services,Work From Office,2 - 7 years,10-12 Lacs P.A. ,Mumbai Suburban,,,4 days ago,1,45,Key Account Manager,Investment Banking / Venture Capital / Private Equity,Sales & Business Development,"Full Time, Permanent",Enterprise & B2B Sales,Any Graduate,,"Marketing Strategy, Client Relationship Management, Sales Development, Marketing Planning"
Looking For A CA Candidate For THANE Location,https://www.naukri.com/job-listings-looking-for-a-ca-candidate-for-thane-location-network-techlab-thane-1-to-5-years-170624005642,Network Techlab,Work From Office,1 - 5 years,8-15 Lacs P.A. ,Thane,4.1,148 Reviews,5 days ago,1,79,Corporate Planning,Hardware & Networking,Strategic & Top Management,"Full Time, Permanent",Strategic Management,"PG: CA in CA, First Attempt, Second Attempt",,"IPO Management, Investment Banking, IPO, CA"
Territory Manager - Franchisee,https://www.naukri.com/job-listings-territory-manager-franchisee-excel-hr-solutions-kochi-vijayawada-chennai-1-to-4-years-170624005371,Excel Hr Solutions,Work From Office,1 - 4 years,5-8 Lacs P.A. ,"Kochi, Vijayawada, Chennai",,,5 days ago,10,33,Territory Sales Manager (B2C),Investment Banking / Venture Capital / Private Equity,Sales & Business Development,"Full Time, Permanent",Retail & B2C Sales,Any Graduate,MBA/PGDM in Any Specialization,"Revenue Generation, New Client Acquisition, Cross Selling, Client Acquisition, Third Party Products, Portfolio, Mutual Funds Sales, Equity, Sourcing, Retention, Business Acquisition, Upselling, Relationship, MF, Franchisee Acquisition, RM"
Commodity Advisor,https://www.naukri.com/job-listings-commodity-advisor-ars-process-solutions-and-consultants-vijayawada-amaravathi-kakinada-2-to-7-years-170624004669,ARS,Work From Office,2 - 7 years,1.25-4.25 Lacs P.A. ,"Vijayawada, Amaravathi, Kakinada",,,5 days ago,10,27,Commodity Dealer,Investment Banking / Venture Capital / Private Equity,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",Any Graduate,,Qualifications - 1 -A Graduate or MBA - Finance or Marketing Degree holder 2-Other qualifications also can be consider. Desired Skill Set 3-Commodity or Equity Market Knowledge 4-Able to Understand Market Reports and share Information with Clients
Business Development Executive,https://www.naukri.com/job-listings-business-development-executive-credicus-business-services-mumbai-mumbai-suburban-mumbai-all-areas-1-to-5-years-170624004309,Credicus Business Services,Work From Office,1 - 5 years,2.25-6.5 Lacs P.A. ,"Mumbai, Mumbai Suburban, Mumbai (All Areas)",4.8,17 Reviews,5 days ago,,16,Business Development Manager (BDM),Investment Banking / Venture Capital / Private Equity,Sales & Business Development,"Full Time, Permanent",BD / Pre Sales,Any Graduate,Any Postgraduate,"Bde, Broking, Bdm, Business Development Management, Business Development, Mutual Funds, Cross Selling, Client Relationship Management, Direct Sales, Banking, Equity, Marketing, Demat, Sales, Selling, Relationship Manager, Relationship Management, Trading, Dmat, Shares, Stock, Brokerage"
Hiring || RM - Leading AMC Company - ON Role  || Across India,https://www.naukri.com/job-listings-hiring-rm-leading-amc-company-on-role-across-india-avani-consulting-new-delhi-delhi-hyderabad-secunderabad-chennai-1-to-6-years-170523010798,Avani Consulting,Work From Office,1 - 6 years,4-6 Lacs P.A. ,"New Delhi,Delhi, Hyderabad/Secunderabad, Chennai",,,13 days ago,20,61,Relationship Manager,Investment Banking / Venture Capital / Private Equity,BFSI Investments & Trading,"Full Time, Permanent",Banking Operations,Any Graduate,,"Mutual Funds, Portfolio Management, Amcs, Third Party Products, Mutual Funds Sales, HNI Client Handling, NISM, Wealth Management, Amc, Relationship Management, PMS, MF, Third Party, Investment Products"
Background Verification Coordinator - APAC,https://www.naukri.com/job-listings-background-verification-coordinator-apac-rgbsi-bangalore-rural-2-to-4-years-170424008638,Acculogix Software Solution,Work From Office,2 - 4 years,3-8 Lacs P.A. ,Bangalore Rural,,,9 days ago,1,442,Background Verification,Investment Banking / Venture Capital / Private Equity,Human Resources,"Full Time, Permanent",HR Operations,Any Graduate,,"Background, BGV, Background Screening, Background check, BGC, Background Verification"
Hiring For Relationship Manager IN TOP AMC,https://www.naukri.com/job-listings-hiring-for-relationship-manager-in-top-amc-orange-corporate-solution-mumbai-mumbai-suburban-navi-mumbai-mumbai-all-areas-3-to-8-years-160624002062,Orange Corporate Solution,Work From Office,3 - 8 years,7-10 Lacs P.A. ,"Mumbai, Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)",,,5 days ago,1,72,Customer Engagement,Investment Banking / Venture Capital / Private Equity,Sales & Business Development,"Full Time, Permanent",Sales Support & Operations,Any Graduate,,"SALES, NISM, MUTUAL FUNDS, HNI, BROKING, SECURITIES, ACQUISITION, MF, PORTFOLIO, WEALTH, EQUITY"
Relationship Manager (Wealth)- Mumbai,https://www.naukri.com/job-listings-relationship-manager-wealth-mumbai-changeleaders-consulting-mumbai-all-areas-7-to-12-years-160624001616,Changeleaders Consulting,Work From Office,7 - 12 years,7-16 Lacs P.A. ,Mumbai (All Areas),,,6 days ago,10,37,Wealth Manager,Investment Banking / Venture Capital / Private Equity,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",Any Graduate,,"Wealth Management, HNI, TPP, Portfolio, PMS, UHNI, MF, AIF"
Product Manager,https://www.naukri.com/job-listings-product-manager-changeleaders-consulting-mumbai-thane-5-to-10-years-160624001047,Changeleaders Consulting,Work From Office,5 - 10 years,10-15 Lacs P.A. ,"Mumbai, Thane",,,7 days ago,1,401,Product Manager,Investment Banking / Venture Capital / Private Equity,Product Management,"Full Time, Permanent",Product Management - Technology,Any Graduate,Any Postgraduate,"Lead Management, Product Strategy, Product Management, Brand Management, Real Estate, Product Marketing, Marketing Campaigns, Project Coordination, end to end closure"
